"included","table_id","priority","long_name","units","comment","questions & notes","out_name","standard_name","unconfirmed or proposed standard name","unformatted units","cell_methods","valid_min","valid_max","ok_min_mean_abs","ok_max_mean_abs","positive","type","dimensions","name","modeling_realm","frequency","cell_measures","flag_values","flag_meanings","OMIP priority","OMIP override"
0,"Lmon",1,"Water Evaporation from Soil","kg m-2 s-1","includes sublimation.","None","evspsblsoi","water_evaporation_flux_from_soil","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","up","real","longitude latitude time","evspsblsoi","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Transpiration","kg m-2 s-1","None","None","tran","transpiration_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","up","real","longitude latitude time","tran","land","mon","area: areacella","None","None","",""
1,"Lmon",1,"Water Content of Soil Layer","kg m-2","in each soil layer, the mass of water in all phases, including ice.  Reported as ""missing"" for grid cells occupied entirely by ""sea""","If soil layer thicknesses vary from one location to another, interpolate to a standard set of depths.  Ideally, the interpolation should preserve the vertical integral.","mrlsl","moisture_content_of_soil_layer","None","kg m-2","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude sdepth time","mrlsl","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Tree Cover Fraction","%","fraction of entire grid cell  that is covered by trees.","add scalar coordinate typetree and add ""tree"" to the CF area type table.  Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","treeFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","treeFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Natural Grass Fraction","%","fraction of entire grid cell that is covered by natural grass.","add scalar coordinate typegrass and add ""natural_grass"" to the CF area type table.  Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","grassFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","grassFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Shrub Fraction","%","fraction of entire grid cell  that is covered by shrub.","add scalar coordinate typeshrub and add ""shrub"" to the CF area type table.  Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","shrubFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","shrubFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Crop Fraction","%","fraction of entire grid cell  that is covered by crop.","add scalar coordinate typecrop and add ""crop"" to the CF area type table.Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","cropFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","cropFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Anthropogenic Pasture Fraction","%","fraction of entire grid cell  that is covered by anthropogenic pasture.","add scalar coordinate typepasture and add ""pasture"" to the CF area type table. Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","pastureFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","pastureFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Bare Soil Fraction","%","fraction of entire grid cell  that is covered by bare soil.","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","baresoilFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time typebare","baresoilFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Fraction of Grid Cell that is Land but Neither Vegetation-Covered nor Bare Soil","%","fraction of entire grid cell  that is land and is covered by ""non-vegetation"" and ""non-bare-soil"" (e.g., urban, ice, lakes, etc.)","add scalar coordinate type???and add ""???"" to the CF area type table.","residualFrac","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","residualFrac","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Burnt Area Fraction","%","fraction of entire grid cell  that is covered by burnt vegetation.","add scalar coordinate typeburnt and add ""burnt_vegetation"" to the CF area type table.  Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","burntArea","area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","burntArea","land","mon","area: areacella","None","None","",""
1,"Lmon",1,"Leaf Area Index",1,"a ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.","Note that if this variable is independent of time, it should be stored only for a single time (of the user's choosing).","lai","leaf_area_index","None",1,"time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","lai","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Carbon Mass Flux out of Atmosphere due to Gross Primary Production on Land","kg m-2 s-1","None","None","gpp","gross_primary_productivity_of_carbon","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","down","real","longitude latitude time","gpp","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Carbon Mass Flux into Atmosphere due to Autotrophic (Plant) Respiration on Land","kg m-2 s-1","None","None","ra","plant_respiration_carbon_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","up","real","longitude latitude time","ra","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Carbon Mass Flux out of Atmosphere due to Net Primary Production on Land","kg m-2 s-1","None","needed for any model that does not compute GPP","npp","net_primary_productivity_of_carbon","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","down","real","longitude latitude time","npp","land","mon","area: areacella","None","None","",""
0,"Lmon",1,"Carbon Mass Flux into Atmosphere due to Heterotrophic Respiration on Land","kg m-2 s-1","None","None","rh","heterotrophic_respiration_carbon_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","up","real","longitude latitude time","rh","land","mon","area: areacella","None","None","",""
0,"LImon",1,"Snow Area Fraction","%","Fraction of each grid cell that is occupied by snow that rests on land portion of cell.","None","snc","surface_snow_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","snc","landIce land","mon","area: areacella","None","None","",""
1,"LImon",1,"Surface Snow Amount","kg m-2","Computed as the mass of surface snow on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 where the land fraction is 0; excluded is snow on vegetation canopy or on sea ice.","None","snw","surface_snow_amount","None","kg m-2","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","snw","landIce land","mon","area: areacella","None","None","",""
1,"LImon",1,"Snow Depth","m","where land over land, this is computed as the mean thickness of snow in the land portion of the grid cell (averaging over the entire land portion, including the snow-free fraction).  Reported as 0.0 where the land fraction is 0.","None","snd","surface_snow_thickness","None","m","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","snd","landIce land","mon","area: areacella","None","None","",""
0,"LImon",1,"Snow Age","day","When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.  Reported as ""missing in regions free of snow on land.","None","agesno","age_of_surface_snow","None","day","time: mean (with samples weighted by snow mass) area: mean where land","None","None","None","None","None","real","longitude latitude time","agesno","landIce land","mon","area: areacella","None","None","",""
0,"LImon",1,"Snow Internal Temperature","K","This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as ""missing in regions free of snow on land.","None","tsn","temperature_in_surface_snow","None","K","time: mean (with samples weighted by snow mass) area: mean where land","None","None","None","None","None","real","longitude latitude time","tsn","landIce land","mon","area: areacella","None","None","",""
0,"LImon",1,"Surface Snow Melt","kg m-2 s-1","Computed as the total surface melt water on the land portion of the grid cell divided by the land area in the grid cell; report as 0.0 for snow-free land regions; report as 0.0 where the land fraction is 0.","None","snm","surface_snow_melt_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","snm","landIce land","mon","area: areacella","None","None","",""
0,"LImon",1,"Surface Snow and Ice Sublimation Flux","kg m-2 s-1","The snow and ice sublimation flux is the loss of snow and ice mass resulting from their conversion to water vapor.  Computed as the total sublimation on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 for snow-free land regions; reported as 0.0 where the land fraction is 0.","None","sbl","surface_snow_and_ice_sublimation_flux","None","kg m-2 s-1","time: mean area: mean where land","None","None","None","None","None","real","longitude latitude time","sbl","landIce land","mon","area: areacella","None","None","",""
0,"LImon",1,"Downward Heat Flux into Snow Where Land over Land","W m-2","the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.","None","hfdsn","surface_downward_heat_flux_in_snow","None","W m-2","time: mean area: mean where land","None","None","None","None","down","real","longitude latitude time","hfdsn","landIce land","mon","area: areacella","None","None","",""
1,"OImon",1,"Sea Ice Area Fraction","%","fraction of grid cell covered by sea ice.","None","sic","sea_ice_area_fraction","None","%","time: mean","None","None","None","None","None","real","longitude latitude time","sic","seaIce ocean","mon","area: areacello","None","None","",""
1,"OImon",1,"Sea Ice Thickness","m","the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.","None","sit","sea_ice_thickness","None","m","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","sit","seaIce ocean","mon","area: areacello","None","None","",""
0,"OImon",1,"Sea Ice Plus Surface Snow Amount","kg m-2","the  mass per unit area of sea ice plus snow in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.","None","sim","sea_ice_and_surface_snow_amount","None","kg m-2","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","sim","seaIce ocean","mon","area: areacello","None","None","",""
0,"OImon",1,"Water Evaporation Flux from Sea Ice","kg m-2 s-1","the average rate that water mass evaporates (or sublimates) from the sea ice surface (i.e., kg/s) divided by the area of the ocean (i.e., open ocean + sea ice) portion of the grid cell. This quantity, multiplied both by the oean area of the grid cell and by the length of the month, should yield the total mass of water evaporated (or sublimated) from the sea ice.  Reported as 0.0 in regions free of sea ice.  [This was computed differently in CMIP3.]","None","evap","water_evaporation_flux","None","kg m-2 s-1","time: mean area: mean where sea_ice over sea","None","None","None","None","up","real","longitude latitude time","evap","seaIce","mon","area: areacello","None","None","",""
1,"OImon",1,"Snow Depth","m","the mean thickness of snow in the ocean portion of the grid cell (averaging over the entire ocean portion, including the snow-free ocean fraction).  Reported as 0.0 in regions free of snow-covered sea ice.","None","snd","surface_snow_thickness","None","m","time: mean area: mean where sea","None","None","None","None","None","real","longitude latitude time","snd","seaIce","mon","area: areacello","None","None","",""
1,"OImon",1,"Sea Ice Albedo",1,"Reported as ""missing"" if there is no sunlight or if a region is free of sea ice.","This variable may be omitted unless the answers to the following questions are obvious:  Will this vary from year to year or is it a property of ""bare sea ice"" and sun angle? How is the time-mean calculated?","ialb","sea_ice_albedo","None",1,"time: mean area: mean where sea_ice","None","None","None","None","None","real","longitude latitude time","ialb","seaIce","mon","area: areacello","None","None","",""
